File Name,ObjectID,GlobalId,type,Name,Description,ObjectType,Floor,Building,Material,Volume (m³),Surface Area (m²),Top Elevation (m),Bottom Elevation (m),Centroid X (m),Centroid Y (m),Centroid Z (m),Min X (m),Max X (m),Min Y (m),Max Y (m),Area,CrossSectionArea,Depth,ExtendToStructure,GrossArea,GrossFootprintArea,GrossSideArea,GrossVolume,Height,IsExternal,Length,LoadBearing,NetArea,NetSideArea,NetVolume,OuterSurfaceArea,Perimeter,PitchAngle,Reference,Slope,Span,TypeDefinition_Basiswand,TypeDefinition_Geländer,TypeDefinition_Geschossdecke,TypeDefinition_NWA_FA_Aussenstütze,TypeDefinition_NWA_FA_Aussenstütze_Attika,TypeDefinition_NWA_FA_Aussenstütze_Attika_Ecke,TypeDefinition_NWA_FA_Aussenstütze_Ecke,TypeDefinition_NWA_FA_FE_Holz-Metall,TypeDefinition_NWA_FA_FE_Holz-Metall_Erweiterung,TypeDefinition_NWA_FA_FE_Holz-Metall_Erweiterung_Oeffenbar,TypeDefinition_NWA_FA_Paneel_Brise-solei-West,TypeDefinition_NWA_FA_Paneel_Brise-solei_tiefer,TypeDefinition_NWA_FA_Paneel_Brise-soleil,TypeDefinition_NWA_FA_Paneel_Brise-soleil-Stütze,TypeDefinition_NWA_FA_Paneel_Brüstung_EG,TypeDefinition_NWA_FA_Paneel_Brüstung_RG,TypeDefinition_NWA_FA_Panel_Einfach,TypeDefinition_NWA_FA_Panel_Fenster,TypeDefinition_NWA_FA_Panel_Schichten,TypeDefinition_NWA_FA_Panel_Schichten_EIngang,TypeDefinition_NWA_FA_Panel_Schichten_HRL,TypeDefinition_NWA_FA_WDM,TypeDefinition_NWA_Holz_Rechteckigestütze,TypeDefinition_NWA_Pfosten_Life-Line,TypeDefinition_NWA_TOR_Rollgitter LKW 1,TypeDefinition_NWA_TOR_Rollgittertor,TypeDefinition_NWA_TOR_Schnelllauftor,TypeDefinition_NWA_TOR_Sektionaltor,TypeDefinition_NWA_TOR_Sektionaltor_Typ 2,TypeDefinition_NWA_TRÄ_Massivholz,TypeDefinition_NW_TUR_DRF_BLZ_1FL,TypeDefinition_NW_TUR_DRF_BLZ_2FL,TypeDefinition_NW_TUR_DRF_GLB_1FL_Fassade,TypeDefinition_NW_TUR_SCH_GLB_2FL_Fassade,TypeDefinition_Rechteckiger Pfosten,Width
temp_input.ifc,81816,0h3$TMcaLBW9ahhXhdUVxv,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht:2945073,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht,002_OK_BP,BAU 15,No material assigned,0.03,6.12,16.36,14.67,99.66,-42.10,16.15,97.84,101.48,-42.19,-42.06,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG2 Oberlicht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,81825,0h3$TMcaLBW9ahhXhdUVxw,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht:2945074,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht,002_OK_BP,BAU 15,No material assigned,0.03,6.12,16.36,14.67,87.84,-42.10,16.15,86.02,89.66,-42.19,-42.06,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG2 Oberlicht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,81834,0h3$TMcaLBW9ahhXhdUVxx,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht:2945075,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht,002_OK_BP,BAU 15,No material assigned,0.03,6.12,16.36,14.67,91.66,-42.10,16.15,89.84,93.48,-42.19,-42.06,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG2 Oberlicht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,81843,0h3$TMcaLBW9ahhXhdUVxy,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht:2945076,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht,002_OK_BP,BAU 15,No material assigned,0.03,6.12,16.36,14.67,71.84,-42.10,16.15,70.02,73.66,-42.19,-42.06,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG2 Oberlicht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,81852,0h3$TMcaLBW9ahhXhdUVxz,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht:2945077,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht,002_OK_BP,BAU 15,No material assigned,0.03,6.12,16.36,14.67,75.66,-42.10,16.15,73.84,77.48,-42.19,-42.06,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG2 Oberlicht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,81861,0h3$TMcaLBW9ahhXhdUVx_,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht:2945078,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht,002_OK_BP,BAU 15,No material assigned,0.03,6.12,16.36,14.67,63.84,-42.10,16.15,62.02,65.66,-42.19,-42.06,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG2 Oberlicht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,81870,0h3$TMcaLBW9ahhXhdUVx$,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht:2945079,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht,002_OK_BP,BAU 15,No material assigned,0.03,6.12,16.36,14.67,67.66,-42.10,16.15,65.84,69.48,-42.19,-42.06,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG2 Oberlicht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,81879,0h3$TMcaLBW9ahhXhdUVxm,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht:2945080,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht,002_OK_BP,BAU 15,No material assigned,0.03,6.12,16.36,14.67,55.84,-42.10,16.15,54.02,57.66,-42.19,-42.06,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG2 Oberlicht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,81888,0h3$TMcaLBW9ahhXhdUVxn,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht:2945081,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht,002_OK_BP,BAU 15,No material assigned,0.03,6.12,16.36,14.67,59.66,-42.10,16.15,57.84,61.48,-42.19,-42.06,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG2 Oberlicht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,81897,0h3$TMcaLBW9ahhXhdUVxo,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht:2945082,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht,002_OK_BP,BAU 15,No material assigned,0.03,6.12,16.36,14.67,47.84,-42.08,16.15,46.02,49.66,-42.17,-42.04,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG2 Oberlicht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,81906,0h3$TMcaLBW9ahhXhdUVxp,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht:2945083,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht,002_OK_BP,BAU 15,No material assigned,0.03,6.12,16.36,14.67,51.66,-42.10,16.15,49.84,53.48,-42.19,-42.06,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG2 Oberlicht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,81915,0h3$TMcaLBW9ahhXhdUVxq,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht:2945084,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht,002_OK_BP,BAU 15,No material assigned,0.03,6.12,16.36,14.67,39.84,-42.10,16.15,38.02,41.66,-42.19,-42.06,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG2 Oberlicht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,81924,0h3$TMcaLBW9ahhXhdUVxr,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht:2945085,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht,002_OK_BP,BAU 15,No material assigned,0.03,6.12,16.36,14.67,43.66,-42.10,16.15,41.84,45.48,-42.19,-42.06,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG2 Oberlicht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,81933,0h3$TMcaLBW9ahhXhdUVxs,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht:2945086,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht,002_OK_BP,BAU 15,No material assigned,0.03,6.12,16.36,14.67,35.66,-42.10,16.15,33.84,37.48,-42.19,-42.06,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG2 Oberlicht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,81942,0h3$TMcaLBW9ahhXhdUVxt,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht:2945087,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG2 Oberlicht,002_OK_BP,BAU 15,No material assigned,0.03,6.12,16.36,14.67,31.84,-42.10,16.15,30.02,33.66,-42.19,-42.06,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG2 Oberlicht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82005,0h3$TMcaLBW9ahhXhdUVw1,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945097,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,11.66,-1.42,19.88,9.84,13.48,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82069,0h3$TMcaLBW9ahhXhdUVw2,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945098,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,7.84,-1.42,19.88,6.02,9.66,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82078,0h3$TMcaLBW9ahhXhdUVw3,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945099,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,15.84,-1.42,19.88,14.02,17.66,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82141,0h3$TMcaLBW9ahhXhdUVw4,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3 Ecke:2945100,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3 Ecke,003_OK_BP,BAU 15,No material assigned,0.04,6.86,20.12,17.73,3.49,-1.42,19.86,1.50,5.48,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3 Ecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82151,0h3$TMcaLBW9ahhXhdUVw5,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945101,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,23.84,-1.42,19.88,22.02,25.66,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82160,0h3$TMcaLBW9ahhXhdUVw6,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945102,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,31.84,-1.42,19.88,30.02,33.66,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82169,0h3$TMcaLBW9ahhXhdUVw7,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945103,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,39.84,-1.42,19.88,38.02,41.66,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82178,0h3$TMcaLBW9ahhXhdUVwO,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945104,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,47.84,-1.42,19.88,46.02,49.66,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82187,0h3$TMcaLBW9ahhXhdUVwP,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945105,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,27.66,-1.42,19.88,25.84,29.48,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82196,0h3$TMcaLBW9ahhXhdUVwQ,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945106,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,35.66,-1.42,19.88,33.84,37.48,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82205,0h3$TMcaLBW9ahhXhdUVwR,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945107,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,43.66,-1.42,19.88,41.84,45.48,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82214,0h3$TMcaLBW9ahhXhdUVwS,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945108,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,51.66,-1.42,19.88,49.84,53.48,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82223,0h3$TMcaLBW9ahhXhdUVwT,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945109,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,1.42,-7.84,19.88,1.33,1.46,-9.66,-6.02,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82232,0h3$TMcaLBW9ahhXhdUVwU,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945110,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,1.42,-11.66,19.88,1.33,1.46,-13.48,-9.84,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82241,0h3$TMcaLBW9ahhXhdUVwV,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945111,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,1.42,-15.84,19.88,1.33,1.46,-17.66,-14.02,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82250,0h3$TMcaLBW9ahhXhdUVwG,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3 Ecke:2945112,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3 Ecke,003_OK_BP,BAU 15,No material assigned,0.04,6.86,20.12,17.73,1.42,-3.49,19.86,1.33,1.46,-5.48,-1.50,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3 Ecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82259,0h3$TMcaLBW9ahhXhdUVwH,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945113,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,1.42,-19.66,19.88,1.33,1.46,-21.48,-17.84,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82268,0h3$TMcaLBW9ahhXhdUVwI,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945114,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,1.42,-23.84,19.88,1.33,1.46,-25.66,-22.02,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82277,0h3$TMcaLBW9ahhXhdUVwJ,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945115,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,95.84,-1.42,19.88,94.02,97.66,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82286,0h3$TMcaLBW9ahhXhdUVwK,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945116,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,103.84,-1.42,19.88,102.02,105.66,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82349,0h3$TMcaLBW9ahhXhdUVwL,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3 Lange Achse:2945117,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3 Lange Achse,003_OK_BP,BAU 15,No material assigned,0.04,6.96,20.13,17.73,112.04,-1.42,19.87,110.02,114.06,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3 Lange Achse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82359,0h3$TMcaLBW9ahhXhdUVwM,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945118,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,107.66,-1.42,19.88,105.84,109.48,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82422,0h3$TMcaLBW9ahhXhdUVwf,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3 Lange Achse:2945121,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3 Lange Achse,003_OK_BP,BAU 15,No material assigned,0.04,6.96,20.13,17.73,116.26,-1.42,19.87,114.24,118.28,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3 Lange Achse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82431,0h3$TMcaLBW9ahhXhdUVwg,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3 Lange Achse:2945122,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3 Lange Achse,003_OK_BP,BAU 15,No material assigned,0.04,6.96,20.13,17.73,120.84,-1.42,19.87,118.82,122.86,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3 Lange Achse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82494,0h3$TMcaLBW9ahhXhdUVwh,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3  Lange Achse2:2945123,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3  Lange Achse2,003_OK_BP,BAU 15,No material assigned,0.04,6.78,20.13,17.73,125.00,-1.42,19.87,123.04,126.96,-1.46,-1.33,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3  Lange Achse2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82504,0h3$TMcaLBW9ahhXhdUVwi,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945124,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,103.84,-42.08,19.88,102.02,105.66,-42.17,-42.04,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82513,0h3$TMcaLBW9ahhXhdUVwj,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945125,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,107.66,-42.08,19.88,105.84,109.48,-42.17,-42.04,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82522,0h3$TMcaLBW9ahhXhdUVwk,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3 Lange Achse:2945126,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3 Lange Achse,003_OK_BP,BAU 15,No material assigned,0.04,6.96,20.13,17.73,120.84,-42.08,19.87,118.82,122.86,-42.17,-42.04,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3 Lange Achse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82585,0h3$TMcaLBW9ahhXhdUVwl,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3  Lange Achse2:2945127,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3  Lange Achse2,003_OK_BP,BAU 15,No material assigned,0.04,6.78,20.13,17.73,125.00,-42.08,19.87,123.04,126.96,-42.17,-42.04,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3  Lange Achse2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82594,0h3$TMcaLBW9ahhXhdUVwW,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945128,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,95.84,-42.08,19.88,94.02,97.66,-42.17,-42.04,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temp_input.ifc,82603,0h3$TMcaLBW9ahhXhdUVwX,IfcFurnishingElement,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3:2945129,N/A,NWA_FA_Sonnenschutz:NWA_FA_Sonnenschutz OG3,003_OK_BP,BAU 15,No material assigned,0.04,6.35,20.14,17.73,99.66,-42.08,19.88,97.84,101.48,-42.17,-42.04,,,,,,,,,,,,,,,,,,,NWA_FA_Sonnenschutz OG3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
